gender,rpi1_sc-118,rpi1_sc-111,rpi1_sc2,rpi1_sc32,rpi1_sc67,rpi1_sc106,rpi1_sc120,rpi1_sc121
1,493.1379,483.0756,128,36.7696,41.7732,1071.1284,682.302,671.8243
1,505.6896,487.509,128,43.1856,47.0106,1075.9415,688.8113,657.2222
1,496.7293,484.9103,128,33.9559,56.0357,1075.8002,687.5842,667.5627
1,539.4312,495.7197,128,36.2353,45.4533,1074.3417,694.018,651.5958
1,523.748,502.7574,128,43.9318,49.5177,1070.6007,690.7922,657.0129
1,536.4122,491.2454,128,46.3249,52.8015,1076.0042,687.7653,664.0497
1,520.2393,498.1907,128,40.7922,47.0106,1063.5698,700.9173,650.7542
1,517.9044,498.4155,128,38.4708,52.2015,1082.3054,686.0328,669.0777
1,506.6636,489.6121,128,29.2746,48.0833,1076.3646,687.3726,662.2175
1,496.6135,487.2833,128,27.5862,50.448,1072.2555,682.0183,667.5822
1,511.3052,502.5147,128,38.9487,55.1725,1075.5706,695.7507,668.6539
1,523.4472,503.9067,128,42,43.8634,1063.7227,697.798,657.051
1,497.3178,486.2448,128,35.5106,56.0803,1094.1234,683.0183,665.7485
1,520.0317,499.4897,128,41.4367,46.4866,1065.9967,692.6038,661.8912
1,530.3961,508.7367,128,49.7695,51.3517,1068.4386,693.8508,658.3206
1,513.3673,490.1755,128,41.7612,46.0109,1057.4688,692.026,653.3911
1,520.6804,507.6662,128,36.6879,51.788,1071.7919,688.4563,666.8171
1,502.2211,491.0367,128,32.0624,45.7056,1059.3441,689.3657,660.2984
1,513.9659,488.2561,128,37.1079,45.3982,1063.553,689.0813,653.0429
1,510.816,490.1122,128,27.7309,46.6154,1086.354,692.9885,655.6409
1,533.6338,502.6669,128,38.1182,49.3964,1068.2888,692.0463,658.5955
1,491.1395,493.7823,128,35.3553,52.3259,1095.0018,684.9211,671.2175
1,527.5699,503.8462,128,43.6005,55.5428,1071.799,694.5279,660.4438
1,512.5699,490.408,128,36.6742,49.8197,1065.871,695.0453,653.0666
1,507.7736,475.5723,128,36.4005,52.5547,1066.3741,687.2045,662.3329
1,1602.2787,1375.4436,128,5,12.8062,53.0848,27.4591,52.2015
1,504.1428,493.0822,128,29.7321,62.2896,1086.5035,680.4836,668.342
1,504.8743,497.2132,128,36.0555,44.9444,1058.6752,693.1847,654.787
1,499.764,490.0133,128,33.3766,46.0435,1082.6713,683.5803,668.9469
1,519.493,497.2002,128,34.8855,52.6973,1056.0176,696.0955,650.6282
1,494.4098,493.5109,128,39.9249,48.3839,1083.4399,682.6492,672.3051
1,507.5923,490.0622,128,37,43.909,1064.016,682.8426,661.2088
1,507.0789,498.7123,128,44.4185,52.2015,1074.5143,684.9599,675.3258
1,494.8252,488.2223,128,28,52.4023,1078.0018,689.7028,657.2184
1,504.4205,500.8792,128,44.1475,50.448,1080.8756,687.0881,672.2685
1,524.0344,500.3529,128,46.0977,47.8017,1064.1324,688.4882,661.8051
1,519.2783,505.1277,128,45.2217,47.634,1068.1272,693.0549,662.9608
1,531.6625,501.3233,128,41.4367,54.0093,1070.9197,693.0491,657.9005
1,512.5358,504.4056,128,46.0977,48.2701,1071.6351,690.9356,665.7965
1,496.4776,503.9176,128,47.4342,46.5725,1066.317,688.0356,673.0899
1,522.5323,503.7072,128,53,48.2701,1067.298,700.9208,651.1136
1,495.9698,490.3978,128,39.2173,53.6004,1084.746,686.5602,674.0029
1,494.5068,498.8567,128,35.805,56.6392,1092.0164,688.7626,676.5117
1,499.866,485.1526,128,31.3209,50.0899,1088.4576,685.1927,672.6322
1,494.5837,483.628,128,35.4683,48.0208,1079.3341,689.8406,666.4421
1,499.4177,483.0207,128,37,51.1957,1083.661,686.4495,669.9985
1,497.1217,486.1039,128,33.8378,49.7695,1093.6124,682.6163,670.9665
1,488.2008,496.258,128,41.1096,48.8467,1078.5959,682.1297,668.5865
1,496.9708,486.3425,128,29.4279,42.3792,1082.8943,683.3864,675.0148
1,533.69,499.874,128,40.1995,48.1664,1060.9731,694.1729,663.1274
1,492.2458,481.9668,128,30.4138,45.8039,1081.204,690.8372,669.0029
1,531.2071,503.6209,128,44.0114,54.1479,1072.7916,705.0454,657.07
1,496.6779,484.3439,128,35.5106,54.231,1078.0807,690.6418,677.941
1,497.5219,482.5972,128,36.7151,49.2443,1075.7073,691.9747,663.8328
1,492.2601,490.0653,128,32.2025,55.7136,1079.6227,685.1642,669.4431
1,529.2834,508.4142,128,44.2041,58.5235,1081.4667,690.1377,665.7515
1,507.7106,501.3911,128,40.3609,56.4624,1081.6893,684.8912,673
1,494.0162,491.2942,128,32.3883,47.0425,1075.0591,691.7839,666.9191
1,500.9122,483.2908,128,32.6956,53.7401,1066.4451,693.577,661.6011
1,503.0119,493.7337,128,35.1283,50.1597,1083.9492,684.8781,672.8462
1,508.488,493.9676,128,40.3609,53.6656,1066.573,693.5027,660.7397
1,483.2277,496.0373,128,45.3431,52.345,1093.183,678.8593,670.1462
1,509.4801,487.312,128,38,44.5533,1075.882,693.0664,661.1052
1,499.3846,489.3884,128,30.1496,47.1699,1084.7234,685.6238,668.5844
1,518.1679,506.4859,128,40.3113,50.2494,1084.5465,693.2452,667.3627
1,517.0087,494.2682,128,37.3363,46.6476,1071.0486,699.5541,659.6552
1,497.2575,491.4957,128,39.8246,48.3011,1074.4021,691.0065,658.7747
1,493.1988,498.6782,128,47.1699,47.0106,1068.3455,689.8442,680.319
1,499.0762,489.8418,128,41.3401,45.1221,1067.8844,698.3245,666.6431
1,512.5826,507.7736,128,37.0135,47.676,1072.2057,696.2391,654.4647
1,491.5811,495.6945,128,38.1182,48.6621,1093.3074,688.2419,676.6166
1,492.6601,493.7368,128,37.9473,51.1077,1084.5728,689.9928,677.7382
1,494.171,495.0838,128,37.6563,56.0892,1092.5057,688.9789,670.4103
1,515.0582,505.1594,128,40.3113,52.4976,1073.2739,690.2594,668.357
1,500.8493,487.312,128,37.6563,45.5412,1080.8181,700.2357,673.9095
1,500.993,489.1217,128,34.0588,51.6236,1083.7019,689.6208,674.5146
1,517.4872,500.4648,128,39.3192,55.1453,1069.598,705.5622,658.9233
1,527.8115,506.8846,128,43.9318,51.3128,1072.4496,692.8586,658.748
1,522.4577,497.7429,128,32.2025,51,1075.3348,700.9279,654.4777
1,529.1625,508.1929,128,49.2443,48.3011,1072.353,700.2856,659.242
1,521.9895,510.5457,128,42.9418,48.2701,1067.0601,692.7799,661.3116
1,516.2828,500.4088,128,46.4866,51.8941,1066.6827,694.1037,670.5177
1,504.6861,489.3363,128,34.7851,48.1041,1068.2181,705.3013,660.1364
1,522.2739,502.3276,128,47.2017,41,1070.7455,698.6165,661.4847
1,491.9929,497.3178,128,46.2277,60.0333,1096.3325,698.8054,672.8157
1,515.2136,491.7815,128,37.0135,50,1069.6093,695.5955,657.8526
1,529.4195,494.171,128,33.6155,48.1041,1072.9664,696.6498,662.616
1,499.2654,490.8625,128,32.6497,50.1199,1075.744,691.922,666.7841
1,505.1228,489.0695,128,41.3401,48.3839,1074.4603,697.2775,659.474
1,513.0692,499.0491,128,41.7612,56.6039,1084.2145,690.746,668.2612
1,495.9557,499.4597,128,49.7695,49.4065,1081.5175,692.0094,672.1733
1,523.8206,504.9723,128,47.676,51.2445,1070.8428,699.7328,663.6241
1,498.7835,499.965,128,43.0116,47.4131,1079.7815,700.903,671.936
